MESSNUMMER,DATEINAME,AUFNAHMEJAHR,AUFNAHMEMONAT,AUFNAHMETAG,AUFNAHMESTUNDE,AUFNAHMEMINUTE,AUFNAMESEKUNDE,VERSCHIEBUNG (ALT),VERSCHIEBUNG (AZ),GESAMTSONNENLEISTUNG

0001,1234,2024,01,30,22,41,22,22,54
0002,1234,2024,01,30,22,41,22,22,54
0003,1234,2024,01,30,22,41,22,22,54
0004,1234,2024,01,30,22,41,22,22,54
0005,1234,2024,01,30,22,41,22,22,54
0006,halloartemis,2024,01,30,23,15,22,0,3.14
0007,salutartemis,2024,01,30,23,17,22,2,4.14
0008,salutartemis,2024,01,30,23,17,22,2,4.14
0009,salutartemis,2024,01,30,23,17,22,2,4.14
0010,salutartemis,2024,01,30,23,17,22,2,4.14
0011,salutartemis,2024,01,30,23,17,22,2,4.14
0012,salutartemis,2024,01,30,23,17,22,2,4.14
0013,salutartemis,2024,01,30,23,17,22,2,4.14
0014,salutartemis,2024,01,30,23,17,22,2,4.14
0015,salutartemis,2024,01,30,23,17,22,2,4.14
0016,salutartemis,2024,01,30,23,17,22,2,4.14
0017,salutartemis,2024,01,30,23,17,22,2,4.14
0018,salutartemis,2024,01,30,23,17,22,2,4.14
0019,salutartemis,2024,01,30,23,17,22,2,4.14
0020,salutartemis,2024,01,30,23,17,22,2,4.14
0021,salutartemis,2024,01,30,23,17,22,2,4.14
0022,salutartemis,2024,01,30,23,17,22,2,4.14
0023,salutartemis,2024,01,30,23,17,22,2,4.14
0024,halloartemis,2024,01,30,23,15,22,0,3.14
0025,halloartemis,2024,01,30,23,15,1,0,3.14
0026,halloartemis,2024,01,30,23,15,2,0,3.14
0027,halloartemis,2024,01,30,23,15,3,0,3.14
0028,halloartemis,2024,01,30,23,15,4,0,3.14
0029,halloartemis,2024,01,30,23,15,5,0,3.14
0030,halloartemis,2024,01,30,23,15,6,0,3.14
0031,halloartemis,2024,01,30,23,15,7,0,3.14
0032,halloartemis,2024,01,30,23,15,8,0,3.14
0033,halloartemis,2024,01,30,23,15,9,0,3.14
0034,halloartemis,2024,01,30,23,15,10,0,3.14
0035,halloartemis,2024,01,30,23,15,11,0,3.14
0036,halloartemis,2024,01,30,23,15,12,0,3.14
0037,halloartemis,2024,01,30,23,15,13,0,3.14
0038,halloartemis,2024,01,30,23,15,14,0,3.14
0039,halloartemis,2024,01,30,23,15,15,0,3.14
0040,halloartemis,2024,01,30,23,15,16,0,3.14
0041,halloartemis,2024,01,30,23,15,17,0,3.14
0042,halloartemis,2024,01,30,23,15,18,0,3.14
0043,halloartemis,2024,01,30,23,15,19,0,3.14
0044,halloartemis,2024,01,30,23,15,20,0,3.14
0045,halloartemis,2024,01,30,23,15,21,0,3.14
0046,halloartemis,2024,01,30,23,15,22,0,3.14
0047,halloartemis,2024,01,30,23,15,23,0,3.14
0048,halloartemis,2024,01,30,23,15,24,0,3.14
0049,halloartemis,2024,01,30,23,15,25,0,3.14
0050,halloartemis,2024,01,30,23,15,26,0,3.14
0051,halloartemis,2024,01,30,23,15,27,0,3.14
0052,halloartemis,2024,01,30,23,15,28,0,3.14
0053,halloartemis,2024,01,30,23,15,29,0,3.14
0054,halloartemis,2024,01,30,23,15,30,0,3.14
0055,halloartemis,2024,01,30,23,15,31,0,3.14
0056,halloartemis,2024,01,30,23,15,32,0,3.14
0057,halloartemis,2024,01,30,23,15,33,0,3.14
0058,halloartemis,2024,01,30,23,15,34,0,3.14
0059,halloartemis,2024,01,30,23,15,35,0,3.14
0060,halloartemis,2024,01,30,23,15,36,0,3.14
0061,halloartemis,2024,01,30,23,15,37,0,3.14
0062,halloartemis,2024,01,30,23,15,38,0,3.14
0063,halloartemis,2024,01,30,23,15,39,0,3.14
0064,halloartemis,2024,01,30,23,15,40,0,3.14
0065,halloartemis,2024,01,30,23,15,41,0,3.14
0066,halloartemis,2024,01,30,23,15,42,0,3.14
0067,halloartemis,2024,01,30,23,15,43,0,3.14
0068,halloartemis,2024,01,30,23,15,44,0,3.14
0069,halloartemis,2024,01,30,23,15,45,0,3.14
0070,halloartemis,2024,01,30,23,15,46,0,3.14
0071,halloartemis,2024,01,30,23,15,47,0,3.14
0072,halloartemis,2024,01,30,23,15,48,0,3.14
0073,halloartemis,2024,01,30,23,15,49,0,3.14
0074,halloartemis,2024,01,30,23,15,50,0,3.14
0075,halloartemis,2024,01,30,23,15,51,0,3.14
0076,halloartemis,2024,01,30,23,15,52,0,3.14
0077,halloartemis,2024,01,30,23,15,53,0,3.14
0078,halloartemis,2024,01,30,23,15,54,0,3.14
0079,halloartemis,2024,01,30,23,15,55,0,3.14
0080,halloartemis,2024,01,30,23,15,56,0,3.14
0081,halloartemis,2024,01,30,23,15,57,0,3.14
0082,halloartemis,2024,01,30,23,15,58,0,3.14
0083,halloartemis,2024,01,30,23,15,59,0,3.14
0084,halloartemis,2024,01,30,23,15,60,0,3.14
0085,halloartemis,2024,01,30,23,15,61,0,3.14
0086,halloartemis,2024,01,30,23,15,62,0,3.14
0087,halloartemis,2024,01,30,23,15,63,0,3.14
0088,halloartemis,2024,01,30,23,15,64,0,3.14
0089,halloartemis,2024,01,30,23,15,65,0,3.14
0090,halloartemis,2024,01,30,23,15,66,0,3.14
0091,halloartemis,2024,01,30,23,15,67,0,3.14
0092,halloartemis,2024,01,30,23,15,68,0,3.14
0093,halloartemis,2024,01,30,23,15,69,0,3.14
0094,halloartemis,2024,01,30,23,15,70,0,3.14
0095,halloartemis,2024,01,30,23,15,71,0,3.14
0096,halloartemis,2024,01,30,23,15,72,0,3.14
0097,halloartemis,2024,01,30,23,15,73,0,3.14
0098,halloartemis,2024,01,30,23,15,74,0,3.14
0099,halloartemis,2024,01,30,23,15,75,0,3.14
0100,halloartemis,2024,01,30,23,15,76,0,3.14
0101,halloartemis,2024,01,30,23,15,77,0,3.14
0102,halloartemis,2024,01,30,23,15,78,0,3.14
0103,halloartemis,2024,01,30,23,15,79,0,3.14
0104,halloartemis,2024,01,30,23,15,80,0,3.14
0105,halloartemis,2024,01,30,23,15,81,0,3.14
0106,halloartemis,2024,01,30,23,15,82,0,3.14
0107,halloartemis,2024,01,30,23,15,83,0,3.14
0108,halloartemis,2024,01,30,23,15,84,0,3.14
0109,halloartemis,2024,01,30,23,15,85,0,3.14
0110,halloartemis,2024,01,30,23,15,86,0,3.14
0111,halloartemis,2024,01,30,23,15,87,0,3.14
0112,halloartemis,2024,01,30,23,15,88,0,3.14
0113,halloartemis,2024,01,30,23,15,89,0,3.14
0114,halloartemis,2024,01,30,23,15,90,0,3.14
0115,halloartemis,2024,01,30,23,15,91,0,3.14
0116,halloartemis,2024,01,30,23,15,92,0,3.14
0117,halloartemis,2024,01,30,23,15,93,0,3.14
0118,halloartemis,2024,01,30,23,15,94,0,3.14
0119,halloartemis,2024,01,30,23,15,95,0,3.14
0120,halloartemis,2024,01,30,23,15,96,0,3.14
0121,halloartemis,2024,01,30,23,15,97,0,3.14
0122,halloartemis,2024,01,30,23,15,98,0,3.14
0123,halloartemis,2024,01,30,23,15,99,0,3.14
0124,halloartemis,2024,01,30,23,15,100,0,3.14
0125,halloartemis,2024,01,30,23,15,22,0,3.14,1000
0126,halloartemis,2024,01,31,23,15,22,0,3.14,1000
0127,halloartemis,2024,01,31,08,15,22,0,3.14,1000
0128,halloartemis,2024,01,31,08,15,22,0,3.14,1000
0129,halloartemis,2024,01,31,08,15,22,0,3.14,1000
0130,halloartemis,2024,01,31,08,15,22,0,3.14,1000
0131,halloartemis,2024,01,31,08,15,22,0,3.14,1000
0132,halloartemis,2024,01,31,08,15,22,0,3.14,1000
0133,halloartemis,2024,01,31,08,15,22,0,3.14,1000
0134,halloartemis,2024,01,31,08,15,22,0,3.14,1000
0135,halloartemis,2024,01,31,08,15,22,0,4.14,1000
0136,halloartemis,2024,01,31,08,15,1,0,3.14,
0137,halloartemis,2024,01,31,08,15,2,0,3.14,
0138,halloartemis,2024,01,31,08,15,3,0,3.14,
0139,halloartemis,2024,01,31,08,15,4,0,3.14,
0140,halloartemis,2024,01,31,08,15,5,0,3.14,
0141,halloartemis,2024,01,31,08,15,6,0,3.14,
0142,halloartemis,2024,01,31,08,15,7,0,3.14,
0143,halloartemis,2024,01,31,08,15,8,0,3.14,
0144,halloartemis,2024,01,31,08,15,9,0,3.14,
0145,halloartemis,2024,01,31,08,15,10,0,3.14,
0146,halloartemis,2024,01,31,08,15,11,0,3.14,
0147,halloartemis,2024,01,31,08,15,12,0,3.14,
0148,halloartemis,2024,01,31,08,15,13,0,3.14,
0149,halloartemis,2024,01,31,08,15,14,0,3.14,
0150,halloartemis,2024,01,31,08,15,15,0,3.14,
0151,halloartemis,2024,01,31,08,15,16,0,3.14,
0152,halloartemis,2024,01,31,08,15,17,0,3.14,
0153,halloartemis,2024,01,31,08,15,18,0,3.14,
0154,halloartemis,2024,01,31,08,15,19,0,3.14,
0155,halloartemis,2024,01,31,08,15,20,0,3.14,
0156,halloartemis,2024,01,31,08,15,21,0,3.14,
0157,halloartemis,2024,01,31,08,15,22,0,3.14,
0158,halloartemis,2024,01,31,08,15,23,0,3.14,
0159,halloartemis,2024,01,31,08,15,24,0,3.14,
0160,halloartemis,2024,01,31,08,15,25,0,3.14,
0161,halloartemis,2024,01,31,08,15,26,0,3.14,
0162,halloartemis,2024,01,31,08,15,27,0,3.14,
0163,halloartemis,2024,01,31,08,15,28,0,3.14,
0164,halloartemis,2024,01,31,08,15,29,0,3.14,
0165,halloartemis,2024,01,31,08,15,30,0,3.14,
0166,halloartemis,2024,01,31,08,15,0,1,3.14,
0167,halloartemis,2024,01,31,08,15,0,2,3.14,
0168,halloartemis,2024,01,31,08,15,0,3,3.14,
0169,halloartemis,2024,01,31,08,15,0,4,3.14,
0170,halloartemis,2024,01,31,08,15,0,5,3.14,
